,created_at,id,text
0,2021-10-21T13:47:40.000Z,1451183407094894606,Nnamdi Kanu challenges competence of FG’s fresh terrorism charges - https://t.co/tDXmsvhRrI #News #NnamdiKanu#BBnaija #Messi #Wizkid #Davido
1,2021-10-21T13:43:56.000Z,1451182465427677187,"💙❤️Our future

#فاتي #AnsuFati2027 #AnsuFati 
#برشلونة #FCBarcelona #ميسي #Messi https://t.co/OO5dlCa8ur"
2,2021-10-21T13:43:03.000Z,1451182245365043203,"The race gets tougher with every passing event!

🤷🏾‍♂️Who wins the ballon d'or❓

👉Ronaldo 
👉Messi
👉Lukaku 
👉Mo Salah 
👉Halaand
👉 Lewandowski 
https://t.co/k11AzLRVMA

Mbappe Messi Penalty #Messi Lionel Messi Hat-trick #Ronaldo #ChampionsLeague https://t.co/AWMxBgltEe"
3,2021-10-21T13:42:39.000Z,1451182142164111363,"Ebonyi residents observe sit-at-home, banks remove Nigerian flags - Nnamdi Kanu’s trial - https://t.co/Mstz2nSXiE #News #Ebonyi #NnamdiKanu’strial#BBnaija #Messi #Wizkid #Davido"
4,2021-10-21T13:40:57.000Z,1451181716068974597,No Credit for Bruno ?!#UCL #Ronaldo #MUFC #Messi @sv120705 @BarcaFanPageENG @RedDevilsDaily @barcagirl24 @BarcaStat @ManUnitedFanBox @Ronaldofan56 @ronaldohater @Messifanboy1019 @HaterMessi @LiveTVIsAwesome @brunofamigo @RedDevilsHub @MCityfan15 @ManUnitedHater @krooshav 🔴👹 https://t.co/rc9xh2D2JB
5,2021-10-21T13:38:08.000Z,1451181005721665554,"Are Messi and Ronaldo still the two best players in the world? 🤔

#Messi #Ronaldo #UCL https://t.co/BTUtQdTK7e"
6,2021-10-21T13:37:57.000Z,1451180961782140939,"@SuperpowerFb The 🐐 himself 
#LM7 #Messi https://t.co/QXmjZpp1qh"
7,2021-10-21T13:35:12.000Z,1451180270963462151,"What if #Messi  wins #ChampionsLeague with @PSG_English, goes back to @FCBarcelona and win them the #ChampionsLeague and retires ?"
8,2021-10-21T13:35:07.000Z,1451180246913409029,Waiting on a long line at the store &amp; two guys in front of me were arguing for 15min about who’s better #Messi or #Ronaldo 😆they were heated.I  love #soccerfans ⚽️but the answer is actually simple.They kept me entertained tho 😂 https://t.co/lntPgc27Np
9,2021-10-21T13:32:54.000Z,1451179688664002564,"Football most shocked goals in last seconds https://t.co/pvRhR8V8Ga via @YouTube 
#ronaldo #messi #ManchesterUnited #goals #football
#Epic #ChampionsLeague #WorldCup #best"
10,2021-10-21T13:31:30.000Z,1451179336891920389,Messi needs time at PSG for become a very good signing. He has been more than 15 years at Barcelona. First of all PSG is not right place for Messi according to PSG's tactics. @Thogden @thogdad @ManCity #messi #psg   #Neymar #mbappe #ManCity # #UCL #UEFA @FabrizioRomano
11,2021-10-21T13:26:58.000Z,1451178198285254657,"@binaherobsc This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions , I am so glad to be part of this

@MuhmmadSururi 
@Gumzaku 
@leleyspam 

#BHT #GIVEAWAY #BSC #GAMEFI #PSG #MESSI #NFT"
12,2021-10-21T13:23:53.000Z,1451177421210742787,20% Super Season Sale Limited Time Offer!! Contact us on 010 214 0189 https://t.co/qFEzjI9YSz #Messi https://t.co/aAUY9khrHs
13,2021-10-21T13:16:55.000Z,1451175667022839818,"he is definitely an alien. 
#messi 👽 https://t.co/708hMhWyWa"
14,2021-10-21T13:15:20.000Z,1451175271793676294,The riveraly doesn't stop ⚽️ #Messi #Ronaldo https://t.co/BMqOCu5Atj
15,2021-10-21T13:13:49.000Z,1451174888459292676,"Won 5 Ballon d'or before Ronaldo ✅
Won more golden boots than Ronaldo ✅
More club goals than Ronaldo in less game✅
And still some people thinks Ronaldo is better than him 😑.
#Messi #football #stats https://t.co/PMpKFSviSv"
16,2021-10-21T13:13:02.000Z,1451174691209682947,"Discover and Share your #Best #sports content
Download the Best #app ==&gt; https://t.co/d9gQTtSJkW 
#afa #seleccion #argentina #futbol #football #soccer #lionel #messi  https://t.co/lZrbEIqPYf https://t.co/DIytjswa7r"
17,2021-10-21T13:13:02.000Z,1451174689221619722,"Discover and Share your #Best #sports content
Download the Best #app ==&gt; https://t.co/d9gQTtSJkW 
#afa #seleccion #argentina #futbol #football #soccer #lionel #messi  https://t.co/qJePdE8jsU https://t.co/fNXUsh6t0E"
18,2021-10-21T13:13:00.000Z,1451174680820428807,"Download the Best #app to share your #Best #sports content
==&gt; https://t.co/wIy9Y1KHKh &lt;== 
#afa #seleccion #argentina #futbol #football #soccer #lionel #messi  https://t.co/bcArefbUP2 https://t.co/k95MUH3TKU"
19,2021-10-21T13:12:01.000Z,1451174436435070979,"Police arrest two suspected armed robbers, recover gun in Delta - https://t.co/dyHZdPQbpE #Nigerian News #armedrobbers #Delta #police#BBnaija #Messi #Wizkid #Davido"
20,2021-10-21T13:06:45.000Z,1451173110280073218,"Amid dwindling revenue, Yobe Assembly okays N5bn loan for govt - https://t.co/tsyzLFGaBD #News #YobeAssembly#BBnaija #Messi #Wizkid #Davido"
21,2021-10-21T12:59:54.000Z,1451171387570327560,Lionel #Messi https://t.co/K3ceIVKuBK
22,2021-10-21T12:58:20.000Z,1451170990596272130,"Police arrest three with tramadol, weed, others - Delta - https://t.co/e6O1jwBIvK #Nigerian News #Delta #police#BBnaija #Messi #Wizkid #Davido"
23,2021-10-21T12:56:57.000Z,1451170642041217029,"https://t.co/x2RlLzZNSa
🚧 FREE BET FOR TRUST 🚧
📩 Contact : contact.scorpiobets@gmail.com
#inplay #betting #NBA #bets #betslip #parlay #acca #BTC #Crypto #yourodds #UFC #tips #RequestABet #forex #trading #PL #UCL #UEL  #Messi #NFL #picks #NBA2K22 #FIFA22 #NFT #ManUtd #Bitcoin https://t.co/rMpSqi2lbJ"
24,2021-10-21T12:56:14.000Z,1451170464521355264,"🗣️ Kylian Mbappe: ""It's a privilege to play with him [Messi] and it would be fully deserved if he won the Ballon d’Or.""

#Mbappe #Messi #PSG https://t.co/0j6xaeRWqc"
25,2021-10-21T12:45:00.000Z,1451167636709167104,You should have left Juventus earlier - Chiellini hits out at Ronaldo - https://t.co/ChsmNfHaR6 #Sport #Chiellini #juventus #ronaldo#BBnaija #Messi #Wizkid #Davido
26,2021-10-21T12:44:54.000Z,1451167610989649930,"FC Barcelona sign teen soccer star Ansu Fati to contract until 2021
Looks like FC Barcelona has already found a new star after the departure of Argentine superstar striker Lionel Messi.
https://t.co/FGHrNa09Te

#Barca #FCBarcelona #JoanLaporta #LaLiga #LionelMessi #Messi #Atlanta https://t.co/o2CY2aDeyg"
27,2021-10-21T12:44:52.000Z,1451167604228464643,Police deny attack by unknown gunmen in Anambra - https://t.co/U6Xiq6fWFP #News #anambra #police #Unknowngunmen#BBnaija #Messi #Wizkid #Davido
28,2021-10-21T12:43:20.000Z,1451167218058760198,"Free for a quick discussion? 👀

Who do you think deserves the Ballon D'Or this season and Why? 😎

Reply. 👇🏻

#BallonDor #Messi #Lewandowski #MoSalah #Ronaldo #ThursdayThoughts"
29,2021-10-21T12:42:52.000Z,1451167098680533005,"Tuesday, October 21th | Lionel Messi scores 2 goals and wins wity PSG 3-2. 
Wednesday, October 22th | Cristiano Scores the goal of the resolution and wins with Man Utd 3-2. Despite their ages they are still fighting the lead battle  till the end. #UCL #Messi #Cristiano https://t.co/cKFHDmVJJj"
30,2021-10-21T12:41:56.000Z,1451166862503550983,the #10 supposedly only for #Messi https://t.co/jA2jAkwIR9
31,2021-10-21T12:40:33.000Z,1451166516968411136,"Kogi FA ban Kabawa United, eight officials for beating referee to coma - https://t.co/s4f2zWmPTm #Sport #KabawaUnited #kogi#BBnaija #Messi #Wizkid #Davido"
32,2021-10-21T12:28:40.000Z,1451163526366736393,Police arrest three suspected cultists in Delta - https://t.co/psBbdsTtGI #Nigerian News #Delta #police#BBnaija #Messi #Wizkid #Davido
33,2021-10-21T12:28:17.000Z,1451163428484227079,"Consumers lament rising cost, fear reduction not in sight - Cooking gas - https://t.co/3RmVJ3Utcj #News #cookinggas#BBnaija #Messi #Wizkid #Davido"
34,2021-10-21T12:27:48.000Z,1451163308321644550,"Arteta gives update on Saka, Lacazette ahead of Arsenal's clash with Aston Villa - EPL - https://t.co/pRUj2TftX3 #Sport #arsenal #arteta #AstonVilla #Lacazette #Saka#BBnaija #Messi #Wizkid #Da"
35,2021-10-21T12:27:47.000Z,1451163303066181641,"Check out ""Jersey No. 10"" on the link below ⬇️⬇️⬇️ and share the link with your friends, strangers and family 🧡🔥🤲🏽 let's go 🚀🚀🚀

https://t.co/BxGTvIu3L4

#DeMthudaTheLandlord
#youngstunna
#grade11
#Meinprison
#JeffRadebe
#Fifatv
#No10
#Zidane
#Messi
#ronaldinho
#Pele https://t.co/Lmi7J9s3wp"
36,2021-10-21T12:25:26.000Z,1451162713774829574,"Nigeria’s challenges can’t be solved by social media, street protests – Kwara YPP - https://t.co/Gqbe5fonV3 #Politics #Kwara #YPP#BBnaija #Messi #Wizkid #Davido"
37,2021-10-21T12:24:31.000Z,1451162480177201154,"Which player do you think would last the longest in squid game? 🦑 

#Naijafootballtalk #Ronaldo #Messi #UCL https://t.co/SZQMyXrndw"
